Stkcd,Accper,rd_sale
000021,2018-12-31,0.031078445958649826
000021,2018-12-31,0.01244106136577485
000021,2019-01-01,0.031078445958649826
000021,2019-01-01,0.01244106136577485
000021,2019-03-31,0.01920852058613399
000021,2019-03-31,0.028731081133336007
000021,2019-06-30,0.023286817360713585
000021,2019-06-30,0.028278270934224733
000021,2019-09-30,0.024153898607002837
000021,2019-09-30,0.030772905021172754
000021,2019-12-31,0.02362002692083857
000021,2019-12-31,0.015741299642023317
000021,2020-01-01,0.02362002692083857
000021,2020-01-01,0.015741299642023317
000021,2020-03-31,0.018100148533200213
000021,2020-03-31,0.02573950684051555
000021,2020-06-30,0.02614686699021839
000021,2020-06-30,0.021725383866890963
000022,2018-09-30,0.0009610755585655655
000022,2018-09-30,0.015621549192500953
000023,2018-09-30,0.0
000023,2019-09-30,0.0
000023,2020-06-30,0.00810338109107201
000026,2018-01-01,0.20687429140878275
000026,2018-01-01,0.014780846409517025
000026,2018-09-30,0.19226310125496135
000026,2018-09-30,0.012961054660341231
000026,2018-12-31,0.18453186368010668
000026,2018-12-31,0.013924725982313188
000026,2019-01-01,0.013924725982313188
000026,2019-01-01,0.18453186368010668
000026,2019-03-31,0.1543703376084848
000026,2019-03-31,0.011141762686134187
000026,2019-06-30,0.01093894504576106
000026,2019-06-30,0.14263700905032972
000026,2019-09-30,0.13230206361695576
000026,2019-09-30,0.012467837659378589
000026,2019-12-31,0.012163924645398554
000026,2019-12-31,0.12511687202374325
000026,2020-01-01,0.12511687202374325
000026,2020-01-01,0.012163924645398554
000026,2020-03-31,0.14434148069967295
000026,2020-03-31,0.016674904639379467
000026,2020-06-30,0.13939354239101787
000026,2020-06-30,0.013088769998076151
000027,2018-01-01,0.01158151048696539
000027,2018-09-30,0.0008810459565233348
000027,2018-09-30,0.0004635930171184411
000027,2018-12-31,0.00837712554029306
000027,2019-01-01,0.00837712554029306
000027,2019-03-31,3.257816704868534e-05
000027,2019-03-31,0.00439173763672732
000027,2019-06-30,3.3211095191462925e-05
000027,2019-06-30,0.005841140142007178
000027,2019-09-30,0.004919107617393323
000027,2019-09-30,0.00030713375114479617
000027,2019-12-31,0.008939088823180154
000027,2019-12-31,0.00023910607366078203
000027,2020-01-01,0.00023910607366078203
000027,2020-01-01,0.008939088823180154
000027,2020-03-31,4.271609114712693e-06
000027,2020-03-31,0.00208885578714384
000027,2020-06-30,0.000325316391846332
000027,2020-06-30,0.006935562833921286
000030,2018-01-01,0.022605598882061848
000030,2018-01-01,0.017327965152993945
000030,2018-09-30,0.01770404841114213
000030,2018-09-30,0.02554256322269
000030,2018-12-31,0.020832337158271107
000030,2018-12-31,0.027247844934879827
000030,2019-01-01,0.020832337158271107
000030,2019-01-01,0.027247844934879827
000030,2019-03-31,0.017361033565346393
000030,2019-03-31,0.022658284859283104
000030,2019-06-30,0.022482143522082186
000030,2019-06-30,0.016579358073829396
000030,2019-09-30,0.017783372152077148
000030,2019-09-30,0.02217343012224707
000030,2019-12-31,0.019151410662469413
000030,2019-12-31,0.02124882907487336
000030,2020-01-01,0.019151410662469413
000030,2020-01-01,0.02124882907487336
000030,2020-03-31,0.019429817721802366
000030,2020-03-31,0.0210031258964627
000030,2020-06-30,0.016625209297835886
000030,2020-06-30,0.017918253163892076
000031,2020-01-01,0.0
000031,2020-01-01,0.0
000032,2018-01-01,0.009955809385890307
000032,2018-09-30,0.007744938131611906
000032,2018-09-30,7.60829375534938e-05
000032,2018-12-31,0.01888387702143826
000032,2019-01-01,0.01888387702143826
000032,2019-03-31,0.009628588267825052
000032,2019-06-30,0.012783940430332206
000032,2019-09-30,0.012121137914884648
000032,2019-12-31,0.016249006627858876
000032,2020-01-01,0.016249006627858876
000032,2020-03-31,0.0199672523754801
000032,2020-03-31,0.0017476619323831975
000032,2020-06-30,0.002220070611577117
000032,2020-06-30,0.019609549686029258
000034,2018-01-01,0.0014261492242105926
000034,2018-09-30,0.0015819567509903847
000034,2018-12-31,0.0011821054488657908
000034,2019-01-01,0.0011821054488657908
000034,2019-03-31,0.0009992581786359568
000034,2019-06-30,0.0010696900786823101
000034,2019-09-30,0.0012702331528089796
000034,2019-12-31,0.0016762602781260553
000034,2020-01-01,0.0016762602781260553
000034,2020-03-31,0.0015270662152782606
000034,2020-06-30,0.001557858133786909
000035,2018-01-01,0.008466153379236842
000035,2018-12-31,0.0025451672586222626
000035,2018-12-31,0.012394359096330163
000035,2019-01-01,0.0025451672586222626
000035,2019-01-01,0.012394359096330163
000035,2019-03-31,0.010010038610172313
000035,2019-03-31,0.0043771561549376305
000035,2019-06-30,0.005395956827660887
000035,2019-09-30,0.0045708581354242045
000035,2019-12-31,0.03389887484725408
000035,2019-12-31,0.002861112890309618
000035,2020-01-01,0.03389887484725408
000035,2020-01-01,0.002861112890309618
000035,2020-03-31,0.023784042406974296
000035,2020-03-31,0.0028031701524980214
000035,2020-06-30,0.0034190391308460783
000038,2018-01-01,0.005000630100340896
000038,2018-09-30,0.0017509679920804436
000038,2018-09-30,0.6117558460726131
000038,2018-12-31,0.002979020374762797
000038,2018-12-31,2.0389074407822325
000038,2019-01-01,0.002979020374762797
000038,2019-01-01,2.0389074407822325
000038,2019-03-31,0.0019406715531100024
000038,2019-06-30,0.0011401728469386705
000038,2019-09-30,0.0009631102669209827
000038,2019-12-31,0.001087230273904097
000038,2019-12-31,0.2847769072253615
000038,2020-01-01,0.001087230273904097
000038,2020-01-01,0.2847769072253615
000038,2020-03-31,0.0005587753400892314
000038,2020-03-31,0.03763328834254193
000038,2020-06-30,0.0005334390866101294
000038,2020-06-30,0.025801463148042356
000039,2018-01-01,0.12312254277311077
000039,2018-01-01,0.008541672318703307
000039,2018-06-30,0.007512075532459552
000039,2018-09-30,0.008525375104921226
000039,2018-12-31,0.016418173568503464
000039,2018-12-31,0.010625040281773156
000039,2019-01-01,0.016418173568503464
000039,2019-01-01,0.010625040281773156
000039,2019-03-31,0.010713133667515778
000039,2019-06-30,0.014245220142452202
000039,2019-06-30,0.012586273020272215
000039,2019-09-30,0.010060339352145902
000039,2019-09-30,0.01458811298445315
000039,2019-12-31,0.0037893691468343722
000039,2019-12-31,0.0167457937386743
000039,2020-01-01,0.0037893691468343722
000039,2020-01-01,0.0167457937386743
000039,2020-03-31,0.01518592682885133
000039,2020-06-30,0.01493933564850325
000039,2020-06-30,0.03358488000543885
000040,2018-01-01,0.004351530613730871
000040,2018-09-30,0.004175429788482939
000040,2018-12-31,0.005916037614493277
000040,2019-01-01,0.005916037614493277
000040,2019-03-31,0.003517482636092247
000040,2019-06-30,0.002688805645282999
000040,2019-09-30,0.003448183835128007
000040,2019-12-31,0.005203675395887835
000040,2020-01-01,0.005203675395887835
000040,2020-03-31,0.005908412589301444
000040,2020-06-30,0.004358362686195267
000043,2018-01-01,0.0016961409482730157
000043,2018-09-30,0.0017680181716690224
000043,2018-12-31,0.0021970363774787057
000043,2019-03-31,0.0025908413297547122
000043,2019-06-30,0.002556530209181737
000043,2019-09-30,0.002739878200740829
000045,2018-01-01,0.026455357179584714
000045,2018-09-30,0.028539716006837752
000045,2018-12-31,0.03297171602727268
000045,2019-01-01,0.03297171602727268
000045,2019-03-31,0.01477394580111472
000045,2019-06-30,0.019003950570426913
000045,2019-09-30,0.017767780892552945
000045,2019-12-31,0.024640481647947278
000045,2020-01-01,0.024640481647947278
000045,2020-03-31,0.022097199641690525
000045,2020-06-30,0.028682317035159756
000048,2018-01-01,0.014179365882029768
000048,2018-12-31,0.0073325733509707405
000048,2019-01-01,0.0073325733509707405
000048,2019-03-31,0.008362266458843408
000048,2019-06-30,0.010829556539701527
000048,2019-09-30,0.01203573156921002
000048,2019-12-31,0.006049136931803162
000048,2020-01-01,0.006049136931803162
000048,2020-03-31,0.014250433491103312
000048,2020-06-30,0.014922548564534172
000049,2018-01-01,0.027875045490931154
000049,2018-09-30,0.01835857528514399
000049,2018-12-31,0.01777394531597857
000049,2019-01-01,0.01777394531597857
000049,2019-03-31,0.016711323334885023
000049,2019-06-30,0.01843247968646553
000049,2019-09-30,0.018112781510770923
000049,2019-12-31,0.016067946140206568
000049,2020-01-01,0.016067946140206568
000049,2020-03-31,0.02049411219047084
000049,2020-06-30,0.020036872181792523
000050,2018-01-01,0.03269924809091905
000050,2018-01-01,0.07009452917659467
000050,2018-09-30,0.05799083450410752
000050,2018-09-30,0.05264734833559216
000050,2018-12-31,0.044534297258978194
000050,2018-12-31,0.06234972956874018
000050,2019-01-01,0.044534297258978194
000050,2019-01-01,0.06234972956874018
000050,2019-03-31,0.05761284569979306
000050,2019-03-31,0.047369873141620625
000050,2019-06-30,0.05828649955596259
000050,2019-06-30,0.05079813691364323
000050,2019-09-30,0.05678515420541174
000050,2019-09-30,0.04786918642122514
000050,2019-12-31,0.04279418009108015
000050,2019-12-31,0.061320555755224396
000050,2020-01-01,0.04279418009108015
000050,2020-01-01,0.061320555755224396
000050,2020-03-31,0.06851142960102119
000050,2020-03-31,0.06688757718380237
000050,2020-06-30,0.04513952949436891
000050,2020-06-30,0.06943956829626959
000055,2018-01-01,0.006105981673196141
000055,2018-09-30,0.005175103916406246
000055,2018-12-31,0.0065124065463490624
000055,2019-01-01,0.0065124065463490624
000055,2019-03-31,0.006190637092494771
000055,2019-06-30,0.010311218505901007
000055,2019-09-30,0.016546412435490754
000055,2019-12-31,0.019880222897425793
000055,2020-01-01,0.019880222897425793
000055,2020-03-31,0.03620070424568798
000055,2020-06-30,0.04122641291378329
000058,2018-09-30,0.0
000058,2019-06-30,0.0
000058,2019-09-30,0.0018448560505798799
000058,2019-12-31,0.0019169885787320938
000058,2020-01-01,0.0019169885787320938
000058,2020-03-31,0.00473445536384677
000058,2020-06-30,0.0019412179824834987
000059,2018-01-01,0.0026754008742782115
000059,2018-01-01,0.0026662494548866512
000059,2018-09-30,0.0023726427282600793
000059,2018-09-30,0.002440618649246227
000059,2018-12-31,0.0027103677715756454
000059,2018-12-31,0.0024310863641557375
000059,2019-01-01,0.0027103677715756454
000059,2019-01-01,0.002440704394950843
000059,2019-03-31,0.0021402519394581867
000059,2019-03-31,0.002059211658435948
000059,2019-06-30,0.0021669564855064907
000059,2019-06-30,0.0020415224590309053
000059,2019-09-30,0.0024730702045607685
000059,2019-09-30,0.0024174326405970174
000059,2019-12-31,0.0024667263331621865
000059,2019-12-31,0.0025300095894707883
000059,2020-01-01,0.0024667263331621865
000059,2020-01-01,0.0025300095894707883
000059,2020-03-31,0.0020389111403571916
000059,2020-03-31,0.0020689122947976073
000059,2020-06-30,0.0025218681493453495
000059,2020-06-30,0.0028730146126505003
000060,2018-01-01,0.016770818057087678
000060,2018-01-01,0.006177468712821057
000060,2018-09-30,0.008902408994818029
000060,2018-09-30,0.004054747047246327
000060,2018-12-31,0.020695609190499883
000060,2018-12-31,0.009462748961958912
000060,2019-01-01,0.009462748961958912
000060,2019-01-01,0.020695609190499883
000060,2019-03-31,0.014621157614489486
000060,2019-03-31,0.03125687302874886
000060,2019-06-30,0.031652967472057265
000060,2019-06-30,0.013518875920511556
000060,2019-09-30,0.0327162116127839
000060,2019-09-30,0.011590708141014752
000060,2019-12-31,0.012971802879622196
000060,2019-12-31,0.035508468041586756
000060,2020-01-01,0.035508468041586756
000060,2020-01-01,0.012971802879622196
000060,2020-03-31,0.02266895831554492
000060,2020-03-31,0.007378311709671017
000060,2020-06-30,0.008363831919671567
000060,2020-06-30,0.03387059937150033
000061,2018-01-01,0.0017416588391191653
000061,2018-12-31,0.003127957083371548
000061,2019-01-01,0.003127957083371548
000061,2019-03-31,0.003551907036830782
000061,2019-06-30,0.0035581395231109878
000061,2019-09-30,0.003223992600977294
000061,2019-12-31,0.0033067942113681114
000061,2020-01-01,0.0033067942113681114
000061,2020-03-31,0.002273806060241607
000061,2020-06-30,0.0022566265335351382
000062,2018-01-01,0.005853071581611528
000062,2018-09-30,0.005915230071059428
000062,2018-12-31,0.0072856098443421086
000062,2019-01-01,0.0072856098443421086
000062,2019-03-31,0.008359823867094412
000062,2019-06-30,0.00704542837648168
000062,2019-09-30,0.006659775871007352
000062,2019-12-31,0.006765834150891514
000062,2020-01-01,0.006765834150891514
000062,2020-03-31,0.006949503743224279
000062,2020-06-30,0.006289502837333741
000063,2018-01-01,0.0379450663310028
000063,2018-01-01,0.11912155934213389
000063,2018-06-30,0.041050985803555616
000063,2018-06-30,0.12833221631293396
000063,2018-09-30,0.03914209304473077
000063,2018-09-30,0.14508052300688698
000063,2018-12-31,0.03477433555525023
000063,2018-12-31,0.1275310756298885
000063,2019-01-01,0.03477433555525023
000063,2019-01-01,0.1275310756298885
000063,2019-03-31,0.06665996061388559
000063,2019-03-31,0.13929244700455556
000063,2019-06-30,0.049018377984234994
000063,2019-06-30,0.14507911470048376
000063,2019-09-30,0.04434521711872837
000063,2019-09-30,0.14569424510300308
000063,2019-12-31,0.13828929549054428
000063,2019-12-31,0.04075409377984234
000063,2020-01-01,0.04075409377984234
000063,2020-01-01,0.13828929549054428
000063,2020-03-31,0.06379169149613598
000063,2020-03-31,0.15083469737917482
000063,2020-06-30,0.01277024308375861
000063,2020-06-30,0.14062424091947154
000065,2018-01-01,0.001251584356912818
000065,2018-01-01,0.0014140171986425476
000065,2018-09-30,0.0016482290883922492
000065,2018-09-30,0.0019028817182409465
000065,2018-12-31,0.0019217725383656014
000065,2018-12-31,0.001339878105766971
000065,2019-01-01,0.0019217725383656014
000065,2019-01-01,0.001339878105766971
000065,2019-03-31,0.0028981299406253135
000065,2019-03-31,0.0022468432015425536
000065,2019-06-30,0.005400281489238098
000065,2019-06-30,0.002313499115774651
000065,2019-09-30,0.0017027035590792365
000065,2019-09-30,0.0031805607962416636
000065,2019-12-31,0.0014803157601872875
000065,2019-12-31,0.0013392244501717898
000065,2020-01-01,0.0014803157601872875
000065,2020-01-01,0.0013392244501717898
000065,2020-03-31,0.0046779180556594385
000065,2020-03-31,0.0021494554862580913
000065,2020-06-30,0.002768480818411806
000065,2020-06-30,0.0020609166231086453
000066,2018-01-01,0.04680966799410053
000066,2018-01-01,0.056583734694880435
000066,2018-09-30,0.06201826080546364
000066,2018-09-30,0.06376938249450699
000066,2018-12-31,0.06441074988434509
000066,2018-12-31,0.06289510164184256
000066,2019-01-01,0.06289510164184256
000066,2019-01-01,0.06578204235357894
000066,2019-03-31,0.08069679475664164
000066,2019-03-31,0.08462675805376048
000066,2019-06-30,0.08322298512096442
000066,2019-06-30,0.07655242726906485
000066,2019-09-30,0.07707780853658706
000066,2019-09-30,0.08258252575567543
000066,2019-12-31,0.10467663708465004
000066,2019-12-31,0.07830648506276656
000066,2020-01-01,0.10467663708465004
000066,2020-01-01,0.07830648506276656
000066,2020-03-31,0.10746190708257934
000066,2020-03-31,0.12742474098918738
000066,2020-06-30,0.08735778892032071
000066,2020-06-30,0.10190730590620033
000068,2018-01-01,0.046072865048941404
000068,2018-09-30,0.09014296396615332
000068,2018-12-31,0.09996465604973778
000068,2019-01-01,0.09996465604973778
000068,2019-03-31,0.15880105888147947
000068,2019-06-30,0.12976839022426387
000068,2019-09-30,0.11268174086846962
000068,2019-12-31,0.06551311634673429
000068,2020-01-01,0.06551311634673429
000068,2020-03-31,0.07643297332209312
000068,2020-06-30,0.05230175190364457
000069,2018-01-01,0.00042846500798979036
000069,2018-09-30,0.00013609149222245913
000070,2018-01-01,0.044406444922955965
000070,2018-01-01,0.03279380895930699
000070,2018-09-30,0.04304303848015266
000070,2018-09-30,0.030890877117684085
000070,2018-12-31,0.04034572852619117
000070,2018-12-31,0.03657390649988893
000070,2019-01-01,0.04034572852619117
000070,2019-01-01,0.03657390649988893
000070,2019-03-31,0.04561531628419442
000070,2019-03-31,0.019697375960326505
000070,2019-06-30,0.04963824426031754
000070,2019-06-30,0.025162165297487556
000070,2019-09-30,0.05053786760428829
000070,2019-09-30,0.03824515176161181
000070,2019-12-31,0.05794982593918875
000070,2019-12-31,0.04222557095694662
000070,2020-01-01,0.05794982593918875
000070,2020-01-01,0.04222557095694662
000070,2020-03-31,0.06159857922208129
000070,2020-03-31,0.02282549516620675
000070,2020-06-30,0.05831429844598278
000070,2020-06-30,0.02730832716012239
000078,2018-01-01,0.0020267384840409455
000078,2018-01-01,0.9423843559604113
000078,2018-09-30,0.06964439568043206
000078,2018-09-30,0.0009805830601545141
000078,2018-12-31,0.08348878043986895
000078,2018-12-31,0.001168484905880583
000078,2019-01-01,0.001168484905880583
000078,2019-01-01,0.08348878043986895
000078,2019-03-31,0.0009799658588278027
000078,2019-06-30,0.0010963824279697904
000078,2019-09-30,0.0008773729033880417
000078,2019-12-31,0.20355485036111864
000078,2019-12-31,0.0010168317790343287
000078,2020-01-01,0.20355485036111864
000078,2020-01-01,0.0010168317790343287
000078,2020-03-31,0.0009717973409921063
000078,2020-06-30,0.001075065169601057
000078,2020-06-30,0.09321518755625334
000088,2020-03-31,0.0
000088,2020-03-31,0.0
000090,2018-01-01,0.001053036328797949
000090,2018-09-30,0.0028532634315206985
000090,2018-12-31,0.0018288470618679693
000090,2019-01-01,0.0018288470618679693
000090,2019-03-31,0.004068092744370747
000090,2019-06-30,0.01328045202378317
000090,2019-09-30,0.030013118714247947
000090,2019-12-31,0.007712398810026094
000090,2020-01-01,0.007712398810026094
000090,2020-03-31,0.005152104223456843
000090,2020-06-30,0.003433576499929642
000090,2020-06-30,0.007583170912080437
000100,2018-01-01,0.04259762789521307
000100,2018-01-01,0.060895719477831026
000100,2018-09-30,0.042847398868649265
000100,2018-09-30,0.03955666581384538
000100,2018-12-31,0.04123124402333352
000100,2018-12-31,0.06012257107419928
000100,2019-01-01,0.06012257107419928
000100,2019-01-01,0.04123124402333352
000100,2019-03-31,0.0357391868157608
000100,2019-03-31,0.039190895907466536
000100,2019-06-30,0.05927325729866068
000100,2019-06-30,0.042878319058321145
000100,2019-09-30,0.06136001171144066
000100,2019-09-30,0.04419233285813729
000100,2019-12-31,0.09293561909782007
000100,2019-12-31,0.04524379681526655
000100,2020-01-01,0.09293561909782007
000100,2020-01-01,0.04524379681526655
000100,2020-03-31,0.07945083721018992
000100,2020-03-31,0.060731086974450205
000100,2020-06-30,0.10612602388236456
000100,2020-06-30,0.06398950361949254
000150,2018-01-01,0.0012355815967589826
000150,2018-09-30,0.000591772098672738
000150,2018-12-31,0.0004494881307543237
000150,2019-01-01,0.0004494881307543237
000151,2018-09-30,6.67101005919297e-05
000151,2018-09-30,6.377782166465661e-05
000151,2018-12-31,0.0009489077479765667
000151,2018-12-31,0.0009205467479575438
000151,2019-01-01,0.0009489077479765667
000151,2019-01-01,0.0009205467479575438
000151,2019-03-31,0.00021847060276020407
000151,2019-03-31,0.00023172711829708262
000151,2019-06-30,0.0016280233890138807
000151,2019-06-30,0.0014520995685721888
000151,2019-09-30,0.0010055869370931465
000151,2019-09-30,0.0010906573957743732
000151,2019-12-31,0.0005904005764989042
000151,2019-12-31,0.0005578362705753493
000151,2020-01-01,0.0005904005764989042
000151,2020-01-01,0.0005578362705753493
000151,2020-06-30,0.00012583214740914634
000151,2020-06-30,0.00010640794588641815
000153,2018-01-01,0.05560889598704907
000153,2018-01-01,0.02314561956093399
000153,2018-09-30,0.0270298804399911
000153,2018-09-30,0.039658495237788687
000153,2018-12-31,0.049843103294875436
000153,2018-12-31,0.024185843537738727
000153,2019-01-01,0.049843103294875436
000153,2019-01-01,0.024185843537738727
000153,2019-03-31,0.012274677902431027
000153,2019-03-31,0.021605991735539207
000153,2019-06-30,0.040512594908668556
000153,2019-06-30,0.016765892680049594
000153,2019-09-30,0.036770416624916126
000153,2019-09-30,0.01656999372665786
000153,2019-12-31,0.04890761189652803
000153,2019-12-31,0.024076177026168183
000153,2020-01-01,0.04890761189652803
000153,2020-01-01,0.024076177026168183
000153,2020-03-31,0.030033043932248874
000153,2020-03-31,0.008336364408769448
000153,2020-06-30,0.03023996791373749
000153,2020-06-30,0.012877425194490286
000156,2018-01-01,0.04512150971000076
000156,2018-09-30,0.03451038722327758
000156,2018-12-31,0.033062031223625624
000156,2019-01-01,0.033062031223625624
000156,2019-03-31,0.029360221577070165
000156,2019-06-30,0.028720492208553047
000156,2019-09-30,0.03069676979083404
000156,2019-12-31,0.031085922095272344
000156,2020-01-01,0.02176412131318368
000156,2020-03-31,0.035056808291998434
000156,2020-06-30,0.03387664497605182
000157,2018-01-01,0.013135646697774677
000157,2018-01-01,0.011298348614768925
000157,2018-06-30,0.01334893482590108
000157,2018-06-30,0.014194839974728984
000157,2018-09-30,0.016713743468809886
000157,2018-09-30,0.017742330260190016
000157,2018-12-31,0.016979031913717843
000157,2018-12-31,0.020241239359455734
000157,2019-01-01,0.020241239359455734
000157,2019-01-01,0.016979031913717843
000157,2019-03-31,0.012534991761274955
000157,2019-03-31,0.012831609808450868
000157,2019-06-30,0.022917880074996025
000157,2019-06-30,0.020685496465350294
000157,2019-09-30,0.024496946413699146
000157,2019-09-30,0.02300831104007575
000157,2019-12-31,0.030377017603148645
000157,2019-12-31,0.03499744776662064
000157,2020-01-01,0.030377017603148645
000157,2020-01-01,0.03499744776662064
000157,2020-03-31,0.015385105096470113
000157,2020-03-31,0.026661591006041745
000157,2020-06-30,0.019307650366644297
000157,2020-06-30,0.036362514165030134
000158,2018-01-01,0.005534486715367226
000158,2018-09-30,4.244809484877466e-05
000158,2018-09-30,1.4314950063892108e-05
000158,2018-12-31,0.004768812718409294
000158,2019-01-01,0.004768812718409294
000158,2019-03-31,0.00398671398416598
000158,2019-06-30,0.010101615019411677
000158,2019-09-30,0.011362561686742862
000158,2019-12-31,0.012207084039079389
000158,2020-01-01,0.012207084039079389
000158,2020-03-31,0.04584500050732239
000158,2020-06-30,0.02687700303649766
000159,2018-01-01,0.0009619124604877809
000159,2018-12-31,0.01425034587315249
000159,2019-01-01,0.01425034587315249
000159,2019-03-31,0.0009529707085129788
000159,2019-06-30,0.019195080759479472
000159,2019-09-30,0.014755926316638485
000159,2019-12-31,0.015792744470137978
000159,2020-01-01,0.015792744470137978
000159,2020-03-31,0.09899221409003649
000159,2020-06-30,0.018257768459139186
000301,2018-01-01,0.009632611924136737
000301,2018-09-30,0.0107486446971457
